date,day_of_week,product,views,likes,comments_count,estimated_price_ksh,demand_score,year,month,day,week_of_year,is_weekend,engagement_rate,comment_rate,category_ clothing,category_ feeding ,category_ travel  ,engagement,engagement_growth
2025-11-08, Saturday   , Teether           ,11510,756,139,350,8.98,2025,11,8,45,1,0.0656763096168882,0.012075406133263834,False,False,False,12405,-8133.0
2025-11-18, Tuesday    , Teether           ,42631,2349,307,350,6.95,2025,11,18,47,0,0.055099455807843874,0.007201163445299306,False,False,False,45287,32882.0
2025-11-30, Sunday     , Teether           ,36622,1668,140,350,5.32,2025,11,30,48,1,0.04554514922316577,0.00382273434726811,False,False,False,38430,-6857.0
2025-12-03, Wednesday  , Teether           ,36393,2765,281,350,9.14,2025,12,3,49,0,0.07597406165851514,0.007721052920811123,False,False,False,39439,1009.0
2025-12-07, Sunday     , Teether           ,48240,2321,318,350,6.13,2025,12,7,49,1,0.04811260131423478,0.006591903152919716,False,False,False,50879,11440.0
2025-12-21, Sunday     , Teether           ,10519,370,62,350,4.7,2025,12,21,51,1,0.03517110266159696,0.005893536121673004,False,False,False,10951,-39928.0
2025-12-25, Thursday   , Teether           ,23389,1044,192,350,6.11,2025,12,25,52,0,0.04463445917058572,0.00820863616930312,False,False,False,24625,13674.0
2025-12-27, Saturday   , Teether           ,22079,862,118,350,4.97,2025,12,27,52,1,0.03903985507246377,0.005344202898550724,False,False,False,23059,-1566.0
2025-12-30, Tuesday    , Teether           ,16596,784,130,350,6.29,2025,12,30,1,0,0.04723745255166596,0.007832740856781347,False,False,False,17510,-5549.0
2026-01-07, Wednesday  , Teether           ,40243,2209,132,350,6.15,2026,1,7,2,0,0.05489016996322433,0.003279992048504125,False,False,False,42584,25074.0
2026-01-11, Sunday     , Teether           ,49924,1935,362,350,5.33,2026,1,11,2,1,0.038758137205808715,0.007250876314471707,False,False,False,52221,9637.0
2026-01-19, Monday     , Teether           ,47420,1789,256,350,4.85,2026,1,19,4,0,0.037725902026528334,0.0053984521625440205,False,False,False,49465,-2756.0
2026-01-21, Wednesday  , Teether           ,36008,2349,328,350,8.35,2026,1,21,4,0,0.06523369157710572,0.009108833902635453,False,False,False,38685,-10780.0
2026-02-05, Thursday   , Teether           ,32907,1778,324,350,7.37,2026,2,5,6,0,0.05402941533973502,0.009845630241886472,False,False,False,35009,-3676.0
2026-02-07, Saturday   , Teether           ,30535,1739,293,350,7.61,2026,2,7,6,1,0.05694917474456379,0.009595231857479696,False,False,False,32567,-2442.0
2026-02-11, Wednesday  , Teether           ,31969,2460,417,350,10.3,2026,2,11,7,0,0.07694713794182045,0.013043478260869565,False,False,False,34846,2279.0
2026-02-15, Sunday     , Teether           ,14676,977,49,350,7.32,2026,2,15,7,1,0.06656673707160864,0.0033385569258022755,False,False,False,15702,-19144.0
2026-02-16, Monday     , Teether           ,35933,1611,286,350,6.08,2026,2,16,8,0,0.044832192352646516,0.007959036010463627,False,False,False,37830,22128.0
2026-02-18, Wednesday  , Teether           ,26557,856,56,350,3.64,2026,2,18,8,0,0.03223134272159048,0.0021085925144965737,False,False,False,27469,-10361.0
2026-02-28, Saturday   , Teether           ,27425,1777,129,350,7.42,2026,2,28,9,1,0.0647925326332677,0.004703565959308685,False,False,False,29331,1862.0
2026-03-01, Sunday     , Teether           ,9906,408,34,350,4.81,2026,3,1,9,1,0.041183001917835874,0.0034319168264863227,False,False,False,10348,-18983.0
2026-03-06, Friday     , Teether           ,17585,886,93,350,6.1,2026,3,6,10,0,0.050380984874331854,0.005288297509382463,False,False,False,18564,8216.0
2026-03-15, Sunday     , Teether           ,4469,176,32,350,5.37,2026,3,15,11,1,0.039373601789709174,0.0071588366890380315,False,False,False,4677,-13887.0
2026-03-27, Friday     , Teether           ,11077,523,74,350,6.06,2026,3,27,13,0,0.047210687849792383,0.00667990612023831,False,False,False,11674,6997.0
2026-03-28, Saturday   , Teether           ,4353,346,52,350,10.34,2026,3,28,13,1,0.07946715663757464,0.011943040881947635,False,False,False,4751,-6923.0
