date      , day_of_week, product           , views, likes, comments_count, estimated_price_ksh, demand_score, year, month, day, week_of_year, is_weekend, engagement_rate     , comment_rate         , category_ clothing, category_ feeding, category_ travel, lag_1_views, lag_7_views, rolling_mean_7
2026-03-20, Friday     , Baby Stroller     , 11882,   939,            135,               32000,        10.18, 2026,     3,  20,           12,          0, 0.07902044938146932 , 0.011360767482958849 , False             , False            , True            ,     38766.0,     19029.0, 23593.714285714286
2026-03-22, Sunday     , Baby Stroller     ,  3007,   106,             17,               32000,         4.66, 2026,     3,  22,           12,          1, 0.03523936170212766 , 0.005651595744680851 , False             , False            , True            ,     11882.0,     26791.0, 20196.0
2025-04-11, Friday     , Baby Towel        ,  3585,   226,             21,                 700,         7.48, 2025,     4,  11,           15,          0, 0.0630228667038483  , 0.005856107083100948 , False             , False            , False           ,         0.0,         0.0,     0.0
2025-04-15, Tuesday    , Baby Towel        , 27851,   898,             88,                 700,         3.86, 2025,     4,  15,           16,          0, 0.032241849777394804, 0.00315955766192733  , False             , False            , False           ,      3585.0,         0.0,     0.0
2025-04-20, Sunday     , Baby Towel        , 14666,   494,             51,                 700,         4.06, 2025,     4,  20,           16,          1, 0.033681052703347654, 0.0034771937001431786, False             , False            , False           ,     27851.0,         0.0,     0.0
2025-05-05, Monday     , Baby Towel        , 23959,  1358,            166,                 700,         7.05, 2025,     5,   5,           19,          0, 0.05667779632721202 , 0.006928213689482471 , False             , False            , False           ,     14666.0,         0.0,     0.0
2025-05-13, Tuesday    , Baby Towel        ,  6931,   235,             24,                 700,         4.08, 2025,     5,  13,           20,          0, 0.03390075014425851 , 0.003462204270051933 , False             , False            , False           ,     23959.0,         0.0,     0.0
2025-05-25, Sunday     , Baby Towel        , 44642,  2959,            546,                 700,         9.07, 2025,     5,  25,           21,          1, 0.06628138789955872 , 0.012230360862845239 , False             , False            , False           ,      6931.0,         0.0,     0.0
2025-07-07, Monday     , Baby Towel        , 31222,  1477,            176,                 700,         5.86, 2025,     7,   7,           28,          0, 0.04730487140889729 , 0.0056368702559010985, False             , False            , False           ,     44642.0,         0.0, 21836.571428571428
2025-07-09, Wednesday  , Baby Towel        ,  4849,   208,             10,                 700,         4.7 , 2025,     7,   9,           28,          0, 0.04288659793814433 , 0.002061855670103093 , False             , False            , False           ,     31222.0,      3585.0, 22017.14285714286
2025-07-10, Thursday   , Baby Towel        , 37257,  2051,            268,                 700,         6.94, 2025,     7,  10,           28,          0, 0.05504858017070159 , 0.007193086048633851 , False             , False            , False           ,      4849.0,     27851.0, 23360.85714285714
2025-07-13, Sunday     , Baby Towel        , 20071,  1281,            174,                 700,         8.12, 2025,     7,  13,           28,          1, 0.06382024711040254 , 0.008668792347548825 , False             , False            , False           ,     37257.0,     14666.0, 24133.0
2025-07-28, Monday     , Baby Towel        , 41954,  2075,            107,                 700,         5.46, 2025,     7,  28,           31,          0, 0.04945775235371231 , 0.0025503515671552856, False             , False            , False           ,     20071.0,     23959.0, 26703.714285714286
2025-07-29, Tuesday    , Baby Towel        , 26466,   914,             89,                 700,         4.13, 2025,     7,  29,           31,          0, 0.03453357010616995 , 0.003362678051913704 , False             , False            , False           ,     41954.0,      6931.0, 29494.428571428572
2025-07-31, Thursday   , Baby Towel        , 39259,  1822,            274,                 700,         6.04, 2025,     7,  31,           31,          0, 0.04640855832908813 , 0.006979113601630158 , False             , False            , False           ,     26466.0,     44642.0, 28725.428571428572
2025-08-14, Thursday   , Baby Towel        , 27470,  1715,            277,                 700,         8.26, 2025,     8,  14,           33,          0, 0.06242947107859197 , 0.010083360634851298 , False             , False            , False           ,     39259.0,     31222.0, 28189.428571428572
2025-09-18, Thursday   , Baby Towel        , 39660,  1481,            279,                 700,         5.14, 2025,     9,  18,           38,          0, 0.0373414689493457  , 0.0070346183908625605, False             , False            , False           ,     27470.0,      4849.0, 33162.42857142857
2025-10-01, Wednesday  , Baby Towel        ,  6432,   282,             48,                 700,         5.88, 2025,    10,   1,           40,          0, 0.043836468210788126, 0.007461526503963936 , False             , False            , False           ,     39660.0,     37257.0, 28758.85714285714
2025-10-07, Tuesday    , Baby Towel        , 41650,  2076,            136,                 700,         5.64, 2025,    10,   7,           41,          0, 0.04984274087056733 , 0.003265227725624835 , False             , False            , False           ,      6432.0,     20071.0, 31841.571428571428
2025-10-18, Saturday   , Baby Towel        , 22119,  1655,            102,                 700,         8.4 , 2025,    10,  18,           42,          1, 0.07481916817359856 , 0.00461121157323689  , False             , False            , False           ,     41650.0,     41954.0, 29008.0
2025-10-19, Sunday     , Baby Towel        ,  6324,   500,             33,                 700,         8.95, 2025,    10,  19,           42,          1, 0.07905138339920949 , 0.0052173913043478265, False             , False            , False           ,     22119.0,     26466.0, 26130.571428571428
2025-10-21, Tuesday    , Baby Towel        ,  2117,    90,              6,                 700,         4.82, 2025,    10,  21,           43,          0, 0.042492917847025496, 0.0028328611898017   , False             , False            , False           ,      6324.0,     39259.0, 20824.571428571428
2025-10-28, Tuesday    , Baby Towel        , 18644,   618,            122,                 700,         4.62, 2025,    10,  28,           44,          0, 0.0331456154465004  , 0.006543309198176455 , False             , False            , False           ,      2117.0,     27470.0, 19563.714285714286
2025-10-29, Wednesday  , Baby Towel        ,  7287,   513,             45,                 700,         8.28, 2025,    10,  29,           44,          0, 0.07038968166849616 , 0.006174533479692645 , False             , False            , False           ,     18644.0,     39660.0, 14939.0
2025-11-01, Saturday   , Baby Towel        , 19988,  1429,            278,                 700,         9.93, 2025,    11,   1,           44,          1, 0.07148931912551904 , 0.013907649207063884 , False             , False            , False           ,      7287.0,      6432.0, 16875.571428571428
2025-11-03, Monday     , Baby Towel        , 10162,   338,             54,                 700,         4.39, 2025,    11,   3,           45,          0, 0.03325789629046541 , 0.0053133917150447706, False             , False            , False           ,     19988.0,     41650.0, 12377.285714285714
2025-11-20, Thursday   , Baby Towel        , 18478,  1107,            149,                 700,         7.6 , 2025,    11,  20,           47,          0, 0.05990583906055522 , 0.008063206883489367 , False             , False            , False           ,     10162.0,     22119.0, 11857.142857142857
2025-11-21, Friday     , Baby Towel        , 36884,  2631,            510,                 700,         9.9 , 2025,    11,  21,           47,          0, 0.07132980886539243 , 0.013826758845058967 , False             , False            , False           ,     18478.0,      6324.0, 16222.857142857143
2025-12-15, Monday     , Baby Towel        , 30865,  1750,            213,                 700,         7.05, 2025,    12,  15,           51,          0, 0.05669668891336746 , 0.006900796993455582 , False             , False            , False           ,     36884.0,      2117.0, 20329.714285714286
2025-12-17, Wednesday  , Baby Towel        , 14342,  1108,            117,                 700,         9.36, 2025,    12,  17,           51,          0, 0.07725022659136861 , 0.008157289270027191 , False             , False            , False           ,     30865.0,     18644.0, 19715.14285714286
2025-12-19, Friday     , Baby Towel        , 42411,  3053,            549,                 700,         9.79, 2025,    12,  19,           51,          0, 0.07198434405356974 , 0.012944449684051684 , False             , False            , False           ,     14342.0,      7287.0, 24732.85714285714
2025-12-23, Tuesday    , Baby Towel        ,  9970,   420,             66,                 700,         5.54, 2025,    12,  23,           52,          0, 0.04212215424731722 , 0.006619195667435563 , False             , False            , False           ,     42411.0,     19988.0, 23301.714285714286
2025-12-28, Sunday     , Baby Towel        , 10705,   808,            116,                 700,         9.72, 2025,    12,  28,           52,          1, 0.07547169811320754 , 0.010835045768727816 , False             , False            , False           ,      9970.0,     10162.0, 23379.285714285714
2025-12-29, Monday     , Baby Towel        , 39609,  2822,            294,                 700,         8.61, 2025,    12,  29,            1,          0, 0.07124463519313305 , 0.0074223680888664476, False             , False            , False           ,     10705.0,     18478.0, 26398.0
2026-01-01, Thursday   , Baby Towel        , 31975,  1141,            153,                 700,         4.53, 2026,     1,   1,            1,          0, 0.035683012259194395, 0.0047848386289717285, False             , False            , False           ,     39609.0,     36884.0, 25696.714285714286
2026-01-27, Tuesday    , Baby Towel        ,  3750,   248,             36,                 700,         8.53, 2026,     1,  27,            5,          0, 0.06611570247933884 , 0.00959744068248467  , False             , False            , False           ,     31975.0,     30865.0, 21823.14285714286
2026-02-06, Friday     , Baby Towel        ,  4983,   259,             28,                 700,         6.32, 2026,     2,   6,            6,          0, 0.05196629213483146 , 0.0056179775280898875, False             , False            , False           ,      3750.0,     14342.0, 20486.14285714286
2026-02-08, Sunday     , Baby Towel        ,  9564,   586,            107,                 700,         8.36, 2026,     2,   8,            6,          1, 0.06126502875065342 , 0.011186617877679038 , False             , False            , False           ,      4983.0,     42411.0, 15793.714285714286
2026-02-26, Thursday   , Baby Towel        , 10245,   803,            146,                 700,        10.69, 2026,     2,  26,            9,          0, 0.07837204762834277 , 0.01424946320515323  , False             , False            , False           ,      9564.0,      9970.0, 15833.0
2026-03-07, Saturday   , Baby Towel        , 23754,  1571,            195,                 700,         8.26, 2026,     3,   7,           10,          1, 0.06613344559040202 , 0.008208798147758366 , False             , False            , False           ,     10245.0,     10705.0, 17697.14285714286
2025-04-06, Sunday     , Feeding Bottle    ,  3267,   194,             11,                 800,         6.61, 2025,     4,   6,           14,          1, 0.05936352509179926 , 0.0033659730722154224, False             , True             , False           ,         0.0,         0.0,     0.0
2025-04-07, Monday     , Feeding Bottle    , 32740,  1719,             89,                 800,         5.79, 2025,     4,   7,           15,          0, 0.05250297791759567 , 0.0027183042668214165, False             , True             , False           ,      3267.0,         0.0,     0.0
2025-04-19, Saturday   , Feeding Bottle    ,  7258,   289,             45,                 800,         5.22, 2025,     4,  19,           16,          1, 0.03981264637002342 , 0.006199200991872158 , False             , True             , False           ,     32740.0,         0.0,     0.0
2025-04-21, Monday     , Feeding Bottle    , 24662,  1788,            209,                 800,         8.94, 2025,     4,  21,           17,          0, 0.07249726310667802 , 0.008474232656205652 , False             , True             , False           ,      7258.0,         0.0,     0.0
2025-05-03, Saturday   , Feeding Bottle    , 23976,  1100,             73,                 800,         5.2 , 2025,     5,   3,           18,          1, 0.045877299078283355, 0.0030445843933769863, False             , True             , False           ,     24662.0,         0.0,     0.0
2025-05-06, Tuesday    , Feeding Bottle    , 34562,  1502,            130,                 800,         5.1 , 2025,     5,   6,           19,          0, 0.04345687584989729 , 0.0037612475768885804, False             , True             , False           ,     23976.0,         0.0,     0.0
2025-05-16, Friday     , Feeding Bottle    , 27184,  1020,            128,                 800,         4.69, 2025,     5,  16,           20,          0, 0.0375206915578444  , 0.004708478940592238 , False             , True             , False           ,     34562.0,         0.0, 21949.85714285714
2025-05-27, Tuesday    , Feeding Bottle    , 44405,  2817,            386,                 800,         8.08, 2025,     5,  27,           22,          0, 0.06343737332792866 , 0.00869251902896005  , False             , True             , False           ,     27184.0,      3267.0, 27826.714285714286
2025-05-28, Wednesday  , Feeding Bottle    ,  4557,   350,             68,                 800,        10.66, 2025,     5,  28,           22,          0, 0.0767880649407635  , 0.01491882404563405  , False             , True             , False           ,     44405.0,     32740.0, 23800.571428571428
2025-06-03, Tuesday    , Feeding Bottle    , 16373,  1292,            158,                 800,         9.82, 2025,     6,   3,           23,          0, 0.07890558202027605 , 0.009649444240869672 , False             , True             , False           ,      4557.0,      7258.0, 25102.714285714286
2025-06-04, Wednesday  , Feeding Bottle    , 21738,  1124,            115,                 800,         6.23, 2025,     6,   4,           23,          0, 0.051704310225861354, 0.005290031740190441 , False             , True             , False           ,     16373.0,     24662.0, 24685.0
2025-06-17, Tuesday    , Feeding Bottle    , 40754,  1744,            247,                 800,         5.49, 2025,     6,  17,           25,          0, 0.042792295423874374, 0.006060606060606061 , False             , True             , False           ,     21738.0,     23976.0, 27081.85714285714
2025-06-22, Sunday     , Feeding Bottle    , 24677,  1469,             80,                 800,         6.6 , 2025,     6,  22,           25,          1, 0.059526703946835235, 0.003241753788799741 , False             , True             , False           ,     40754.0,     34562.0, 25669.714285714286
2025-07-02, Wednesday  , Feeding Bottle    , 47952,  3727,            598,                 800,        10.27, 2025,     7,   2,           27,          0, 0.07772193606239443 , 0.01247054407440619  , False             , True             , False           ,     24677.0,     27184.0, 28636.571428571428
2025-07-16, Wednesday  , Feeding Bottle    , 26107,  1140,             93,                 800,         5.08, 2025,     7,  16,           29,          0, 0.043664777079822276, 0.0035621265512486592, False             , True             , False           ,     47952.0,     44405.0, 26022.571428571428
2025-07-21, Monday     , Feeding Bottle    ,  2412,    77,              8,                 800,         3.86, 2025,     7,  21,           30,          0, 0.031910484873601326, 0.003315375051802735 , False             , True             , False           ,     26107.0,      4557.0, 25716.14285714286
2025-08-06, Wednesday  , Feeding Bottle    , 41081,  2047,            376,                 800,         6.81, 2025,     8,   6,           32,          0, 0.04982717491845577 , 0.009152426853609853 , False             , True             , False           ,      2412.0,     16373.0, 29245.85714285714
2025-08-23, Saturday   , Feeding Bottle    , 23447,  1165,             76,                 800,         5.62, 2025,     8,  23,           34,          1, 0.04968440805185943 , 0.0032412146025247355, False             , True             , False           ,     41081.0,     21738.0, 29490.0
2025-08-28, Thursday   , Feeding Bottle    , 47445,  3676,            583,                 800,        10.21, 2025,     8,  28,           35,          0, 0.07747755342916157 , 0.012287653332209249 , False             , True             , False           ,     23447.0,     40754.0, 30445.85714285714
2025-08-30, Saturday   , Feeding Bottle    , 31548,  1206,            134,                 800,         4.67, 2025,     8,  30,           35,          1, 0.038226251228248125, 0.004247361247583125 , False             , True             , False           ,     47445.0,     24677.0, 31427.428571428572
2025-09-13, Saturday   , Feeding Bottle    , 14173,   924,             75,                 800,         7.58, 2025,     9,  13,           37,          1, 0.06518978411175391 , 0.005291378580499506 , False             , True             , False           ,     31548.0,     47952.0, 26601.85714285714
2025-09-14, Sunday     , Feeding Bottle    , 15051,  1189,            167,                 800,        10.12, 2025,     9,  14,           37,          1, 0.07899282487377093 , 0.011094871113473292 , False             , True             , False           ,     14173.0,     26107.0, 25022.428571428572
2025-10-10, Friday     , Feeding Bottle    ,  5596,   333,             50,                 800,         7.74, 2025,    10,  10,           41,          0, 0.05949615865642308 , 0.008933357155619081 , False             , True             , False           ,     15051.0,      2412.0, 25477.285714285714
2025-10-11, Saturday   , Feeding Bottle    , 18616,  1022,             64,                 800,         6.18, 2025,    10,  11,           41,          1, 0.05489606273835741 , 0.003437718214535102 , False             , True             , False           ,      5596.0,     41081.0, 22268.0
2025-10-22, Wednesday  , Feeding Bottle    ,  2846,   161,             19,                 800,         6.99, 2025,    10,  22,           43,          0, 0.05655075518089217 , 0.0066736916051984545, False             , True             , False           ,     18616.0,     23447.0, 19325.0
2025-10-27, Monday     , Feeding Bottle    , 49362,  1608,            161,                 800,         3.91, 2025,    10,  27,           44,          0, 0.03257500557097421 , 0.003261552174705751 , False             , True             , False           ,      2846.0,     47445.0, 19598.85714285714
2025-10-30, Thursday   , Feeding Bottle    , 45336,  3083,            429,                 800,         8.69, 2025,    10,  30,           44,          0, 0.06800185279131835 , 0.009462469947283676 , False             , True             , False           ,     49362.0,     31548.0, 21568.571428571428
2025-11-09, Sunday     , Feeding Bottle    ,  7984,   537,             67,                 800,         8.4 , 2025,    11,   9,           45,          1, 0.06725109580463369 , 0.00839073262366938  , False             , True             , False           ,     45336.0,     14173.0, 20684.428571428572
2025-11-25, Tuesday    , Feeding Bottle    , 29306,  2245,            302,                 800,         9.72, 2025,    11,  25,           48,          0, 0.07660285938512983 , 0.01030470536049408  , False             , True             , False           ,      7984.0,     15051.0, 22720.85714285714
2025-11-29, Saturday   , Feeding Bottle    , 38185,  2747,            188,                 800,         8.18, 2025,    11,  29,           48,          1, 0.07193735924160687 , 0.004923270308490022 , False             , True             , False           ,     29306.0,      5596.0, 27376.428571428572
2025-12-01, Monday     , Feeding Bottle    ,  4708,   230,             37,                 800,         6.46, 2025,    12,   1,           49,          0, 0.04884264174984073 , 0.007857294542365683 , False             , True             , False           ,     38185.0,     18616.0, 25389.571428571428
2025-12-05, Friday     , Feeding Bottle    , 43914,  2310,            164,                 800,         6.01, 2025,    12,   5,           49,          0, 0.05260161675964932 , 0.003734487077308437 , False             , True             , False           ,      4708.0,      2846.0, 31256.428571428572
2025-12-16, Tuesday    , Feeding Bottle    , 40565,  2769,            181,                 800,         7.72, 2025,    12,  16,           51,          0, 0.06825913326431002 , 0.004461864615688015 , False             , True             , False           ,     43914.0,     49362.0, 29999.714285714286
2025-12-24, Wednesday  , Feeding Bottle    , 20922,  1634,            313,                 800,        10.8 , 2025,    12,  24,           52,          0, 0.07809587535248291 , 0.01495961382210964  , False             , True             , False           ,     40565.0,     45336.0, 26512.0
2026-01-12, Monday     , Feeding Bottle    , 37796,  1857,            237,                 800,         6.17, 2026,     1,  12,            3,          0, 0.049130883403444715, 0.006270338915786967 , False             , True             , False           ,     20922.0,      7984.0, 30770.85714285714
2026-02-03, Tuesday    , Feeding Bottle    , 27510,  1451,            186,                 800,         6.63, 2026,     2,   3,            6,          0, 0.0527425393478972  , 0.006760931990840028 , False             , True             , False           ,     37796.0,     29306.0, 30514.285714285714
2026-02-09, Monday     , Feeding Bottle    , 11323,   471,             25,                 800,         4.6 , 2026,     2,   9,            7,          0, 0.041593076651359945, 0.0022077004592016957, False             , True             , False           ,     27510.0,     38185.0, 26676.85714285714
2026-02-23, Monday     , Feeding Bottle    , 17934,   744,            129,                 800,         5.59, 2026,     2,  23,            9,          0, 0.0414831335377753  , 0.00719264008921104  , False             , True             , False           ,     11323.0,      4708.0, 28566.285714285714
2026-02-24, Tuesday    , Feeding Bottle    , 13593,   439,             47,                 800,         3.92, 2026,     2,  24,            9,          0, 0.032293658967191406, 0.0034574076798587613, False             , True             , False           ,     17934.0,     43914.0, 24234.714285714286
2026-02-27, Friday     , Feeding Bottle    , 20297,  1141,            101,                 800,         6.62, 2026,     2,  27,            9,          0, 0.05621243472263277 , 0.004975859690609912 , False             , True             , False           ,     13593.0,     40565.0, 21339.285714285714
2026-03-13, Friday     , Feeding Bottle    , 33290,  2442,            381,                 800,         9.62, 2026,     3,  13,           11,          0, 0.07335315851130936 , 0.01144453455888979  , False             , True             , False           ,     20297.0,     20922.0, 23106.14285714286
2026-03-21, Saturday   , Feeding Bottle    ,  9009,   555,             72,                 800,         7.76, 2026,     3,  21,           12,          1, 0.061598224195338516, 0.007991120976692564 , False             , True             , False           ,     33290.0,     37796.0, 18993.714285714286
2025-06-09, Monday     , Teether           , 35828,  2737,            312,                 350,         9.38, 2025,     6,   9,           24,          0, 0.07639063328588573 , 0.008708029808255881 , False             , False            , False           ,         0.0,         0.0,     0.0
2025-07-11, Friday     , Teether           ,  6611,   401,             76,                 350,         8.36, 2025,     7,  11,           28,          0, 0.06064730792498488 , 0.011494252873563218 , False             , False            , False           ,     35828.0,         0.0,     0.0
2025-07-19, Saturday   , Teether           , 11817,   555,             49,                 350,         5.53, 2025,     7,  19,           29,          1, 0.046962260957860893, 0.004146217634117448 , False             , False            , False           ,      6611.0,         0.0,     0.0
2025-07-25, Friday     , Teether           , 46811,  2408,            391,                 350,         6.81, 2025,     7,  25,           30,          0, 0.05143980176023242 , 0.00835255917286166  , False             , False            , False           ,     11817.0,         0.0,     0.0
2025-07-30, Wednesday  , Teether           , 34307,  2012,            291,                 350,         7.56, 2025,     7,  30,           31,          0, 0.05864521394426956 , 0.008481986708639384 , False             , False            , False           ,     46811.0,         0.0,     0.0
2025-08-19, Tuesday    , Teether           , 13003,   438,             58,                 350,         4.26, 2025,     8,  19,           34,          0, 0.03368194401722547 , 0.004460166102737619 , False             , False            , False           ,     34307.0,         0.0,     0.0
2025-08-21, Thursday   , Teether           , 44356,  2876,            309,                 350,         7.88, 2025,     8,  21,           34,          0, 0.06483756791487251 , 0.006966206010325315 , False             , False            , False           ,     13003.0,         0.0, 27533.285714285714
2025-10-02, Thursday   , Teether           , 16178,   634,             51,                 350,         4.55, 2025,    10,   2,           40,          0, 0.039186599913468075, 0.003152234377897274 , False             , False            , False           ,     44356.0,     35828.0, 24726.14285714286
2025-11-07, Friday     , Teether           , 18984,  1402,            152,                 350,         8.99, 2025,    11,   7,           45,          0, 0.07384777455886225 , 0.008006320779562813 , False             , False            , False           ,     16178.0,      6611.0, 26493.714285714286
2025-11-08, Saturday   , Teether           , 11510,   756,            139,                 350,         8.98, 2025,    11,   8,           45,          1, 0.0656763096168882  , 0.012075406133263834 , False             , False            , False           ,     18984.0,     11817.0, 26449.85714285714
2025-11-18, Tuesday    , Teether           , 42631,  2349,            307,                 350,         6.95, 2025,    11,  18,           47,          0, 0.055099455807843874, 0.007201163445299306 , False             , False            , False           ,     11510.0,     46811.0, 25852.714285714286
2025-11-30, Sunday     , Teether           , 36622,  1668,            140,                 350,         5.32, 2025,    11,  30,           48,          1, 0.04554514922316577 , 0.00382273434726811  , False             , False            , False           ,     42631.0,     34307.0, 26183.428571428572
2025-12-03, Wednesday  , Teether           , 36393,  2765,            281,                 350,         9.14, 2025,    12,   3,           49,          0, 0.07597406165851514 , 0.007721052920811123 , False             , False            , False           ,     36622.0,     13003.0, 29524.85714285714
2025-12-07, Sunday     , Teether           , 48240,  2321,            318,                 350,         6.13, 2025,    12,   7,           49,          1, 0.04811260131423478 , 0.006591903152919716 , False             , False            , False           ,     36393.0,     44356.0, 30079.714285714286
2025-12-21, Sunday     , Teether           , 10519,   370,             62,                 350,         4.7 , 2025,    12,  21,           51,          1, 0.03517110266159696 , 0.005893536121673004 , False             , False            , False           ,     48240.0,     16178.0, 29271.285714285714
2025-12-25, Thursday   , Teether           , 23389,  1044,            192,                 350,         6.11, 2025,    12,  25,           52,          0, 0.04463445917058572 , 0.00820863616930312  , False             , False            , False           ,     10519.0,     18984.0, 29900.571428571428
2025-12-27, Saturday   , Teether           , 22079,   862,            118,                 350,         4.97, 2025,    12,  27,           52,          1, 0.03903985507246377 , 0.005344202898550724 , False             , False            , False           ,     23389.0,     11510.0, 31410.428571428572
2025-12-30, Tuesday    , Teether           , 16596,   784,            130,                 350,         6.29, 2025,    12,  30,            1,          0, 0.04723745255166596 , 0.007832740856781347 , False             , False            , False           ,     22079.0,     42631.0, 27691.14285714286
2026-01-07, Wednesday  , Teether           , 40243,  2209,            132,                 350,         6.15, 2026,     1,   7,            2,          0, 0.05489016996322433 , 0.003279992048504125 , False             , False            , False           ,     16596.0,     36622.0, 28208.428571428572
2026-01-11, Sunday     , Teether           , 49924,  1935,            362,                 350,         5.33, 2026,     1,  11,            2,          1, 0.038758137205808715, 0.007250876314471707 , False             , False            , False           ,     40243.0,     36393.0, 30141.428571428572
2026-01-19, Monday     , Teether           , 47420,  1789,            256,                 350,         4.85, 2026,     1,  19,            4,          0, 0.037725902026528334, 0.0053984521625440205, False             , False            , False           ,     49924.0,     48240.0, 30024.285714285714
2026-01-21, Wednesday  , Teether           , 36008,  2349,            328,                 350,         8.35, 2026,     1,  21,            4,          0, 0.06523369157710572 , 0.009108833902635453 , False             , False            , False           ,     47420.0,     10519.0, 33665.57142857143
2026-02-05, Thursday   , Teether           , 32907,  1778,            324,                 350,         7.37, 2026,     2,   5,            6,          0, 0.05402941533973502 , 0.009845630241886472 , False             , False            , False           ,     36008.0,     23389.0, 35025.28571428572
2026-02-07, Saturday   , Teether           , 30535,  1739,            293,                 350,         7.61, 2026,     2,   7,            6,          1, 0.05694917474456379 , 0.009595231857479696 , False             , False            , False           ,     32907.0,     22079.0, 36233.28571428572
2026-02-11, Wednesday  , Teether           , 31969,  2460,            417,                 350,        10.3 , 2026,     2,  11,            7,          0, 0.07694713794182045 , 0.013043478260869565 , False             , False            , False           ,     30535.0,     16596.0, 38429.42857142857
2026-02-15, Sunday     , Teether           , 14676,   977,             49,                 350,         7.32, 2026,     2,  15,            7,          1, 0.06656673707160864 , 0.0033385569258022755, False             , False            , False           ,     31969.0,     40243.0, 34777.0
2026-02-16, Monday     , Teether           , 35933,  1611,            286,                 350,         6.08, 2026,     2,  16,            8,          0, 0.044832192352646516, 0.007959036010463627 , False             , False            , False           ,     14676.0,     49924.0, 32778.28571428572
2026-02-18, Wednesday  , Teether           , 26557,   856,             56,                 350,         3.64, 2026,     2,  18,            8,          0, 0.03223134272159048 , 0.0021085925144965737, False             , False            , False           ,     35933.0,     47420.0, 29797.85714285714
2026-02-28, Saturday   , Teether           , 27425,  1777,            129,                 350,         7.42, 2026,     2,  28,            9,          1, 0.0647925326332677  , 0.004703565959308685 , False             , False            , False           ,     26557.0,     36008.0, 28571.714285714286
2026-03-01, Sunday     , Teether           ,  9906,   408,             34,                 350,         4.81, 2026,     3,   1,            9,          1, 0.041183001917835874, 0.0034319168264863227, False             , False            , False           ,     27425.0,     32907.0, 25285.85714285714
2026-03-06, Friday     , Teether           , 17585,   886,             93,                 350,         6.1 , 2026,     3,   6,           10,          0, 0.050380984874331854, 0.005288297509382463 , False             , False            , False           ,      9906.0,     30535.0, 23435.85714285714
2026-03-15, Sunday     , Teether           ,  4469,   176,             32,                 350,         5.37, 2026,     3,  15,           11,          1, 0.039373601789709174, 0.0071588366890380315, False             , False            , False           ,     17585.0,     31969.0, 19507.285714285714
2026-03-27, Friday     , Teether           , 11077,   523,             74,                 350,         6.06, 2026,     3,  27,           13,          0, 0.047210687849792383, 0.00667990612023831  , False             , False            , False           ,      4469.0,     14676.0, 18993.14285714286
2026-03-28, Saturday   , Teether           ,  4353,   346,             52,                 350,        10.34, 2026,     3,  28,           13,          1, 0.07946715663757464 , 0.011943040881947635 , False             , False            , False           ,     11077.0,     35933.0, 14481.714285714286
